,Searched,City,State,Lat,Lng,Restaurant,Category,Transactions,Category 1,Category 2,Category 3,Vegan Options,POPESTIMATE2019
6733,"Haledon, New Jersey",Ridgewood,NJ,40.97866,-74.1205,Cafe 37,['American (New)'],['delivery'],American (New),,,0,8293
6734,"Haledon, New Jersey",Paterson,NJ,40.918107,-74.185454,Papi’s Pollo,['Dominican'],"['delivery', 'pickup']",Dominican,,,0,8293
6735,"Haledon, New Jersey",Little Falls,NJ,40.881348,-74.227973,A Taco Affair,"['Desserts', 'Tacos', 'Seafood']",['delivery'],Desserts,Tacos,Seafood,0,8293
6736,"Haledon, New Jersey",Little Falls,NJ,40.881444,-74.20942383,Chili's,"['American (Traditional)', 'Bars', 'Tex-Mex']",[],American (Traditional),Bars,Tex-Mex,0,8293
6737,"Haledon, New Jersey",Midland Park,NJ,40.98428007,-74.13895983,No 1 Sushi,"['Japanese', 'Sushi Bars']","['delivery', 'pickup']",Japanese,Sushi Bars,,0,8293
6738,"Haledon, New Jersey",Fair Lawn,NJ,40.93037792,-74.13261278,Ray's House of the Famous Grandma's Pizza,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,0,8293
6739,"Haledon, New Jersey",Haledon,NJ,40.93235,-74.18353,"The ""New"" La Neve's Restaurant & Caterers","['American (New)', 'Venues & Event Spaces', 'Indian']",[],American (New),Venues & Event Spaces,Indian,0,8293
6740,"Haledon, New Jersey",Paterson,NJ,40.89387,-74.1583799,nouri.cafe,"['Mediterranean', 'Middle Eastern']","['delivery', 'pickup']",Mediterranean,Middle Eastern,,0,8293
6741,"Haledon, New Jersey",Ridgewood,NJ,40.98093,-74.118526,Turmeric Indian Bistro,['Indian'],"['delivery', 'pickup']",Indian,,,0,8293
6742,"Haledon, New Jersey",Ridgewood,NJ,40.980227,-74.120093,S. Egidio,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,0,8293
6743,"Haledon, New Jersey",Wayne,NJ,40.9244416,-74.23527635,Koi Japanese and Chinese Restaurant,"['Japanese', 'Chinese']","['delivery', 'pickup']",Japanese,Chinese,,0,8293
6744,"Haledon, New Jersey",Paterson,NJ,40.92741,-74.15326,Costambar Restaurant,['Dominican'],[],Dominican,,,0,8293
6745,"Haledon, New Jersey",Ridgewood,NJ,40.98023,-74.11894,Piccolo Bistro,"['Italian', 'Desserts', 'Seafood']","['delivery', 'pickup']",Italian,Desserts,Seafood,0,8293
6746,"Haledon, New Jersey",Elmwood Park,NJ,40.89882774,-74.11221658,BurgerIM   H A L A L,"['Burgers', 'Chicken Wings', 'Vegetarian']","['delivery', 'pickup']",Burgers,Chicken Wings,Vegetarian,0,8293
6747,"Haledon, New Jersey",Paterson,NJ,40.8910767,-74.1561679,Darna Restaurant,"['Mediterranean', 'Hookah Bars', 'Lebanese']","['delivery', 'pickup']",Mediterranean,Hookah Bars,Lebanese,0,8293
6748,"Haledon, New Jersey",Haledon,NJ,40.9395068,-74.1836377,Metro View Grille,['American (Traditional)'],"['delivery', 'pickup']",American (Traditional),,,0,8293
6749,"Haledon, New Jersey",Ridgewood,NJ,40.97888,-74.11599,Tito's Burritos & Wings,"['Mexican', 'Tex-Mex', 'Chicken Wings']",['delivery'],Mexican,Tex-Mex,Chicken Wings,0,8293
6750,"Haledon, New Jersey",Paterson,NJ,40.9260764,-74.1885611,A & C Pork Store,"['Meat Shops', 'Sandwiches']",['delivery'],Meat Shops,Sandwiches,,0,8293
6751,"Haledon, New Jersey",Ridgewood,NJ,40.97905139,-74.12289701,Manjal,['Indian'],"['delivery', 'pickup']",Indian,,,0,8293
6752,"Haledon, New Jersey",Hawthorne,NJ,40.968811,-74.151871,Kurumi,"['Japanese', 'Sushi Bars']","['delivery', 'pickup']",Japanese,Sushi Bars,,0,8293
6753,"Haledon, New Jersey",Paterson,NJ,40.8933617,-74.1638962,Taskin Bakery,"['Bakeries', 'Turkish', 'Cafes']",['delivery'],Bakeries,Turkish,Cafes,0,8293
6754,"Haledon, New Jersey",Paterson,NJ,40.89641158,-74.1609107,Taqueria 911,['Mexican'],"['delivery', 'pickup']",Mexican,,,0,8293
6755,"Haledon, New Jersey",Fair Lawn,NJ,40.92980592,-74.11768086,Cuban Eddie's,['Cuban'],"['delivery', 'pickup']",Cuban,,,0,8293
6756,"Haledon, New Jersey",North Haledon,NJ,40.95647,-74.18207,Anthony and Mario's Pizzeria,['Pizza'],['delivery'],Pizza,,,0,8293
6757,"Haledon, New Jersey",Paterson,NJ,40.8904,-74.15159,TAJ Lebanese Cuisine,['Lebanese'],"['delivery', 'pickup']",Lebanese,,,0,8293
6758,"Haledon, New Jersey",North Haledon,NJ,40.973362,-74.192605,Spinachio Pizza,"['Pizza', 'Italian', 'Salad']","['delivery', 'pickup']",Pizza,Italian,Salad,0,8293
6759,"Haledon, New Jersey",Woodland Park,NJ,40.90712,-74.19452,D’Carbon,"['Seafood', 'Latin American', 'Peruvian']",[],Seafood,Latin American,Peruvian,0,8293
6760,"Haledon, New Jersey",Wayne,NJ,40.9566,-74.22265,Park Wayne Diner,"['Diners', 'Burgers', 'Sandwiches']","['delivery', 'pickup']",Diners,Burgers,Sandwiches,0,8293
6761,"Haledon, New Jersey",Haledon,NJ,40.9375709,-74.185008,Frank's Italian Ristorante,['Italian'],['delivery'],Italian,,,0,8293
6762,"Haledon, New Jersey",Paterson,NJ,40.8933335,-74.1584557,Galata Butcher Deli Grill,['Delis'],"['delivery', 'pickup']",Delis,,,0,8293
6763,"Haledon, New Jersey",Hawthorne,NJ,40.95219298,-74.15470165,Puzo's Family Restaurant,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,0,8293
6764,"Haledon, New Jersey",Ridgewood,NJ,40.9795,-74.12223,Blu Sushi,['Sushi Bars'],"['delivery', 'pickup']",Sushi Bars,,,0,8293
6765,"Haledon, New Jersey",Paterson,NJ,40.9185354,-74.1896228,Chicken Supreme,"['Fast Food', 'Chicken Shop']","['delivery', 'pickup']",Fast Food,Chicken Shop,,0,8293
6766,"Haledon, New Jersey",Wyckoff,NJ,40.98623,-74.16909,A and S Italian Market,['Italian'],['delivery'],Italian,,,0,8293
6767,"Haledon, New Jersey",Fair Lawn,NJ,40.92181,-74.11664,Sage Restaurant,"['American (New)', 'Italian']",['delivery'],American (New),Italian,,0,8293
6768,"Haledon, New Jersey",Wyckoff,NJ,40.984688,-74.171212,Market Basket the Delicatessen,['Delis'],['delivery'],Delis,,,0,8293
6769,"Haledon, New Jersey",Waldwick,NJ,41.0113726,-74.1196061,Circolo,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,0,8293
6770,"Haledon, New Jersey",Paterson,NJ,40.93016,-74.14981,Taormina Pizzeria & Italian Restaurant,['Pizza'],['delivery'],Pizza,,,0,8293
6771,"Haledon, New Jersey",Wyckoff,NJ,41.01129913,-74.16600037,Cafe Amici,"['Italian', 'American (Traditional)']","['delivery', 'pickup']",Italian,American (Traditional),,0,8293
6772,"Haledon, New Jersey",Wayne,NJ,40.918947,-74.230309,In the Drink Restaurant and Bar,"['Bars', 'American (Traditional)']","['delivery', 'pickup']",Bars,American (Traditional),,0,8293
6773,"Haledon, New Jersey",Midland Park,NJ,40.99704,-74.15365,Hot Dog Caboose,['Hot Dogs'],['delivery'],Hot Dogs,,,0,8293
6774,"Haledon, New Jersey",Wayne,NJ,40.9242477,-74.234375,Taste Of Tuscany,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,0,8293
6775,"Haledon, New Jersey",Paterson,NJ,40.8984,-74.16326,Halal Gyro King,"['Falafel', 'Halal', 'Chicken Wings']","['delivery', 'pickup']",Falafel,Halal,Chicken Wings,0,8293
6776,"Haledon, New Jersey",Clifton,NJ,40.879231,-74.144051,El Mexicano Urban Bistro,"['Mexican', 'Hookah Bars']","['delivery', 'pickup']",Mexican,Hookah Bars,,0,8293
6777,"Haledon, New Jersey",Haledon,NJ,40.93314,-74.184378,Belmont Dragon,['Chinese'],['delivery'],Chinese,,,0,8293
6778,"Haledon, New Jersey",North Haledon,NJ,40.97201161,-74.19131419,New York Bagel Cafe,['Cafes'],"['delivery', 'pickup']",Cafes,,,0,8293
6779,"Haledon, New Jersey",Glen Rock,NJ,40.9505593,-74.1457152,Yama Asian Cuisine,"['Sushi Bars', 'Asian Fusion', 'Soup']","['delivery', 'pickup']",Sushi Bars,Asian Fusion,Soup,0,8293
6780,"Haledon, New Jersey",Wayne,NJ,40.96278,-74.24282,Bensi on Berdan,"['Italian', 'Pizza', 'Seafood']","['delivery', 'pickup']",Italian,Pizza,Seafood,0,8293
6781,"Haledon, New Jersey",Clifton,NJ,40.88782,-74.15156,Wingstop,['Chicken Wings'],"['delivery', 'pickup']",Chicken Wings,,,0,8293
6782,"Haledon, New Jersey",Paterson,NJ,40.90771968,-74.162592,Banana King,"['Burgers', 'Hot Dogs', 'Sandwiches']","['delivery', 'pickup']",Burgers,Hot Dogs,Sandwiches,0,8293
6783,"Haledon, New Jersey",Elmwood Park,NJ,40.9009819,-74.12397003,Banana King,"['Juice Bars & Smoothies', 'Latin American', 'Fast Food']","['delivery', 'pickup']",Juice Bars & Smoothies,Latin American,Fast Food,0,8293
6784,"Haledon, New Jersey",Hawthorne,NJ,40.93774,-74.16441,The Hawthorne Diner,"['Diners', 'Burgers', 'Breakfast & Brunch']","['delivery', 'pickup']",Diners,Burgers,Breakfast & Brunch,0,8293
6785,"Haledon, New Jersey",Franklin Lakes,NJ,41.0227771,-74.2076402,Nigiri Sushi,"['Sushi Bars', 'Japanese', 'Korean']",['delivery'],Sushi Bars,Japanese,Korean,0,8293
6786,"Haledon, New Jersey",Woodland Park,NJ,40.90716,-74.1946593,Cafe Colombia,['Colombian'],"['delivery', 'pickup']",Colombian,,,0,8293
6787,"Haledon, New Jersey",Totowa,NJ,40.89453293,-74.22803868,Smashburger,['Burgers'],"['delivery', 'pickup']",Burgers,,,0,8293
6788,"Haledon, New Jersey",Paterson,NJ,40.91714,-74.17523,D'Classico,"['Dominican', 'Peruvian']",[],Dominican,Peruvian,,0,8293
6789,"Haledon, New Jersey",Paterson,NJ,40.93258994,-74.15835992,Chimi Parranda,"['Dominican', 'Food Trucks', 'Hot Dogs']",[],Dominican,Food Trucks,Hot Dogs,0,8293
6790,"Haledon, New Jersey",Midland Park,NJ,40.9861,-74.13875,Fiona's Ristorante,['Italian'],['delivery'],Italian,,,0,8293
6791,"Haledon, New Jersey",Midland Park,NJ,40.99742,-74.15276,Arturo's Restaurant,['Italian'],"['delivery', 'pickup', 'restaurant_reservation']",Italian,,,0,8293
6792,"Haledon, New Jersey",Fair Lawn,NJ,40.9358221,-74.1333559,Fisher's Cafe,"['Breakfast & Brunch', 'Cafes']","['delivery', 'pickup']",Breakfast & Brunch,Cafes,,0,8293
6793,"Haledon, New Jersey",Hawthorne,NJ,40.940259,-74.161787,Vernissage Restaurant,"['Russian', 'French', 'Polish']",[],Russian,French,Polish,0,8293
6794,"Haledon, New Jersey",Little Falls,NJ,40.8816448,-74.2272054,Aquila Pizza Al Forno,['Pizza'],['delivery'],Pizza,,,0,8293
6795,"Haledon, New Jersey",Hawthorne,NJ,40.95273,-74.15163,Enza's Restaurant & Pizzeria,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,0,8293
6796,"Haledon, New Jersey",Totowa,NJ,40.91125,-74.22432,Barnyard and Carriage House,['American (New)'],['delivery'],American (New),,,0,8293
6797,"Haledon, New Jersey",Paterson,NJ,40.917893,-74.18543,Kabab King Restaurant,"['Halal', 'Indian', 'Pakistani']","['delivery', 'pickup']",Halal,Indian,Pakistani,0,8293
6798,"Haledon, New Jersey",Totowa,NJ,40.89646,-74.23433,Sushi Fu Asian Cafe,"['Sushi Bars', 'Asian Fusion']","['delivery', 'pickup']",Sushi Bars,Asian Fusion,,0,8293
6799,"Haledon, New Jersey",Totowa,NJ,40.89739,-74.22093,Nicola's Ristorante,['Italian'],['delivery'],Italian,,,0,8293
6800,"Haledon, New Jersey",Midland Park,NJ,40.997877,-74.1524824,Rosario's Trattoria,"['Italian', 'Pizza', 'Caterers']","['delivery', 'pickup']",Italian,Pizza,Caterers,0,8293
6801,"Haledon, New Jersey",Wayne,NJ,40.95935,-74.2374,Sweetberry Bowls Wayne,"['Acai Bowls', 'Salad', 'Juice Bars & Smoothies']","['delivery', 'pickup']",Acai Bowls,Salad,Juice Bars & Smoothies,0,8293
6802,"Haledon, New Jersey",Paterson,NJ,40.9018,-74.14041167,Habibi Mazzika Restaurant,"['Hookah Bars', 'American (Traditional)']",[],Hookah Bars,American (Traditional),,0,8293
6803,"Haledon, New Jersey",Paterson,NJ,40.8999499,-74.16405,Bendita Arepa NJ,"['Bakeries', 'Colombian']",['delivery'],Bakeries,Colombian,,0,8293
6804,"Haledon, New Jersey",Haledon,NJ,40.93858,-74.18319,Chef King,['Chinese'],['delivery'],Chinese,,,0,8293
6805,"Haledon, New Jersey",Paterson,NJ,40.92472,-74.1515,K & B Carribean Restaurant,['Caribbean'],['delivery'],Caribbean,,,0,8293
6806,"Haledon, New Jersey",Paterson,NJ,40.906711,-74.156315,El Tipico Restaurant,"['Peruvian', 'Colombian']",['delivery'],Peruvian,Colombian,,0,8293
6807,"Haledon, New Jersey",West Paterson,NJ,40.88349612,-74.20787799,Bask Bar & Grill,"['Bars', 'American (Traditional)']",['delivery'],Bars,American (Traditional),,0,8293
6808,"Haledon, New Jersey",Paterson,NJ,40.91784,-74.19083,Sabores Peruanos Restaurant,['Peruvian'],[],Peruvian,,,0,8293
6809,"Haledon, New Jersey",Glen Rock,NJ,40.96233883,-74.13139264,The Glen Rock Inn,"['American (Traditional)', 'Bars']","['pickup', 'delivery']",American (Traditional),Bars,,0,8293
6810,"Haledon, New Jersey",Wayne,NJ,40.89143056,-74.25195701,TGI Fridays,['American (Traditional)'],['delivery'],American (Traditional),,,0,8293
6811,"Haledon, New Jersey",Glen Rock,NJ,40.96273631,-74.1322942,Rock Kitchen,"['Breakfast & Brunch', 'Sandwiches', 'Italian']",['delivery'],Breakfast & Brunch,Sandwiches,Italian,0,8293
6812,"Haledon, New Jersey",Totowa,NJ,40.89531,-74.23119,Applebee's Grill + Bar,"['American (Traditional)', 'Sports Bars', 'Burgers']","['pickup', 'delivery']",American (Traditional),Sports Bars,Burgers,0,8293
6813,"Haledon, New Jersey",Wayne,NJ,40.887622,-74.25446,Shake Shack,"['Fast Food', 'American (Traditional)', 'Burgers']",['delivery'],Fast Food,American (Traditional),Burgers,0,8293
6814,"Haledon, New Jersey",Totowa,NJ,40.89914607,-74.21907909,Made In Italy Bistro Caffe,"['Coffee & Tea', 'Italian', 'Salad']","['pickup', 'delivery']",Coffee & Tea,Italian,Salad,0,8293
6815,"Haledon, New Jersey",Paterson,NJ,40.9160856,-74.1691921,Kikiriki,"['Latin American', 'Peruvian', 'Chicken Shop']",['delivery'],Latin American,Peruvian,Chicken Shop,0,8293
6816,"Haledon, New Jersey",Fair Lawn,NJ,40.93996,-74.11887,The Dutch House Tavern,['American (Traditional)'],['delivery'],American (Traditional),,,0,8293
6817,"Haledon, New Jersey",Franklin Lakes,NJ,41.01972689,-74.20464131,Uncle Louie's Pizza,"['Pizza', 'Salad', 'Italian']",['delivery'],Pizza,Salad,Italian,0,8293
6818,"Haledon, New Jersey",Haledon,NJ,40.93949785,-74.18814816,Big Jim's Pizzeria,"['Pizza', 'Italian', 'Wraps']","['pickup', 'delivery']",Pizza,Italian,Wraps,0,8293
6819,"Haledon, New Jersey",Ridgewood,NJ,40.9796351,-74.1206488,Latour French-American Grill,['French'],['delivery'],French,,,0,8293
6820,"Haledon, New Jersey",Wayne,NJ,40.961882,-74.244177,Chinatown Restaurant,['Chinese'],"['pickup', 'delivery']",Chinese,,,0,8293
6821,"Haledon, New Jersey",Ridgewood,NJ,40.98019,-74.11816,Green Fusion,"['Vegan', 'Vegetarian', 'Breakfast & Brunch']","['pickup', 'delivery']",Vegan,Vegetarian,Breakfast & Brunch,1,8293
6822,"Haledon, New Jersey",Paterson,NJ,40.93249132,-74.15154847,El Sitio Restaurant & BBQ,['Barbeque'],['delivery'],Barbeque,,,0,8293
6823,"Haledon, New Jersey",Haledon,NJ,40.9332,-74.18438,Haledon Pizza,['Pizza'],['delivery'],Pizza,,,0,8293
6824,"Haledon, New Jersey",Paterson,NJ,40.9118099,-74.174323,Jacksonville,"['Music Venues', 'Soul Food', 'Comedy Clubs']",['delivery'],Music Venues,Soul Food,Comedy Clubs,0,8293
6825,"Haledon, New Jersey",Paterson,NJ,40.91986321,-74.18746792,Lena Y Carbon,['Peruvian'],"['pickup', 'delivery']",Peruvian,,,0,8293
6826,"Haledon, New Jersey",Paterson,NJ,40.91228018,-74.15603824,Viecco Sabores Quilleros,"['Colombian', 'Fast Food']",['delivery'],Colombian,Fast Food,,0,8293
6827,"Haledon, New Jersey",Wayne,NJ,40.96333,-74.24515,Preakness Gourmet Deli,['Delis'],['delivery'],Delis,,,0,8293
6828,"Haledon, New Jersey",Totowa,NJ,40.907917,-74.206383,Chinatown Express,['Chinese'],"['pickup', 'delivery']",Chinese,,,0,8293
6829,"Haledon, New Jersey",Paterson,NJ,40.9256,-74.15575,Torpedo Base USA,['Sandwiches'],['delivery'],Sandwiches,,,0,8293
6830,"Haledon, New Jersey",Paterson,NJ,40.93522,-74.18467,The Latin Garden Food Truck,"['Food Trucks', 'Latin American']",[],Food Trucks,Latin American,,0,8293
6831,"Haledon, New Jersey",Totowa,NJ,40.89244,-74.22154,Cubanelle Restaurant Lounge,"['Cuban', 'Lounges']","['pickup', 'delivery']",Cuban,Lounges,,0,8293
6832,"Haledon, New Jersey",Wyckoff,NJ,41.010691,-74.172242,Aldo's Restaurant,['Italian'],['delivery'],Italian,,,0,8293
6833,"Haledon, New Jersey",Elmwood Park,NJ,40.8934613,-74.12379831,King Falafel,"['Falafel', 'Sandwiches', 'Salad']","['pickup', 'delivery']",Falafel,Sandwiches,Salad,0,8293
6834,"Haledon, New Jersey",Ridgewood,NJ,40.97983,-74.11885,Poke Zone,"['Poke', 'Ramen', 'Sushi Bars']","['pickup', 'delivery']",Poke,Ramen,Sushi Bars,0,8293
6835,"Haledon, New Jersey",Fair Lawn,NJ,40.929608,-74.13142,Zevy’s Pizza,['Pizza'],"['pickup', 'delivery']",Pizza,,,0,8293
6836,"Haledon, New Jersey",Ridgewood,NJ,40.97933,-74.119423,Felina Restaurant & Bar,"['Bars', 'American (Traditional)', 'Italian']",['delivery'],Bars,American (Traditional),Italian,0,8293
6837,"Haledon, New Jersey",Paterson,NJ,40.90605,-74.15036,Cositas Ricas of Paterson,"['Colombian', 'Bakeries']",[],Colombian,Bakeries,,0,8293
6838,"Haledon, New Jersey",Paterson,NJ,40.89986838,-74.15774631,Almazaq Restaurant and bakery,"['Bakeries', 'Middle Eastern', 'Breakfast & Brunch']","['pickup', 'delivery']",Bakeries,Middle Eastern,Breakfast & Brunch,0,8293
6839,"Haledon, New Jersey",Ridgewood,NJ,40.97966222,-74.11971626,From Scratch,"['Mediterranean', 'Italian', 'Specialty Food']","['pickup', 'delivery']",Mediterranean,Italian,Specialty Food,0,8293
6840,"Haledon, New Jersey",North Haledon,NJ,40.94941,-74.18761,Papa Joe's Bar & Restaurant,['Restaurants'],[],Restaurants,,,0,8293
6841,"Haledon, New Jersey",Paterson,NJ,40.91357658,-74.19241317,Amelia Restaurante,['Peruvian'],[],Peruvian,,,0,8293
6842,"Haledon, New Jersey",Garfield,NJ,40.883539,-74.123677,Osteria Italiana Ristorante Pizzeria,"['Pizza', 'Italian', 'Salad']","['pickup', 'delivery']",Pizza,Italian,Salad,0,8293
6843,"Haledon, New Jersey",Paterson,NJ,40.9149109,-74.171335,Hamilton & Ward,"['Steakhouses', 'Burgers', 'Tapas/Small Plates']",['delivery'],Steakhouses,Burgers,Tapas/Small Plates,0,8293
6844,"Haledon, New Jersey",Ridgewood,NJ,40.97852,-74.12382,Organic Tofu House,['Korean'],['delivery'],Korean,,,0,8293
6845,"Haledon, New Jersey",Paterson,NJ,40.8933225,-74.1580094,Anatolia Restaurant,"['Mediterranean', 'Turkish']","['pickup', 'delivery']",Mediterranean,Turkish,,0,8293
6846,"Haledon, New Jersey",Garfield,NJ,40.882004,-74.120933,DP's Pub,"['Seafood', 'American (Traditional)', 'Pubs']",['delivery'],Seafood,American (Traditional),Pubs,0,8293
6847,"Haledon, New Jersey",Hawthorne,NJ,40.955031,-74.152678,Salt Pepper Ketchup,"['Salad', 'Breakfast & Brunch', 'Sandwiches']","['pickup', 'delivery']",Salad,Breakfast & Brunch,Sandwiches,0,8293
6848,"Haledon, New Jersey",Hawthorne,NJ,40.9607,-74.1561399,Stewart's Lafayette Delicatessen,"['Caterers', 'Delis']","['pickup', 'delivery']",Caterers,Delis,,0,8293
6849,"Haledon, New Jersey",Paterson,NJ,40.9165,-74.17007,La Pupusa Loca of Paterson,"['Salvadoran', 'Salad', 'Sandwiches']",['delivery'],Salvadoran,Salad,Sandwiches,0,8293
6850,"Haledon, New Jersey",Paterson,NJ,40.894842,-74.159912,Halva BBQ,"['Barbeque', 'Burgers']","['pickup', 'delivery']",Barbeque,Burgers,,0,8293
6851,"Haledon, New Jersey",Fair Lawn,NJ,40.93301975,-74.1327763,Juany's Cafe & Grill,"['Breakfast & Brunch', 'Latin American']",['delivery'],Breakfast & Brunch,Latin American,,0,8293
6852,"Haledon, New Jersey",Paterson,NJ,40.915765,-74.1940048,Gyro King,"['Halal', 'Falafel']","['pickup', 'delivery']",Halal,Falafel,,0,8293
6853,"Haledon, New Jersey",Hawthorne,NJ,40.95847,-74.155795,Angelina's Fine Italian Deli & Catering,"['Italian', 'Soup']",['delivery'],Italian,Soup,,0,8293
6854,"Haledon, New Jersey",Waldwick,NJ,41.01119995,-74.12138367,Amster's Prospect Tavern,"['Comfort Food', 'Pubs', 'American (Traditional)']",['delivery'],Comfort Food,Pubs,American (Traditional),0,8293
6855,"Haledon, New Jersey",Totowa,NJ,40.894686,-74.233402,Sushi Lounge,"['Sushi Bars', 'Japanese', 'Asian Fusion']","['delivery', 'pickup']",Sushi Bars,Japanese,Asian Fusion,0,8293
6856,"Haledon, New Jersey",Ridgewood,NJ,40.97981,-74.11874,White Maple Café,"['American (New)', 'Cafes', 'Breakfast & Brunch']","['delivery', 'pickup']",American (New),Cafes,Breakfast & Brunch,0,8293
6857,"Haledon, New Jersey",Woodland Park,NJ,40.885174,-74.210849,Imperial 46 Restaurant,"['Chinese', 'Sushi Bars', 'Japanese']","['delivery', 'pickup']",Chinese,Sushi Bars,Japanese,0,8293
6858,"Haledon, New Jersey",Glen Rock,NJ,40.96260021,-74.13258023,Rock Fuji Sushi,"['Japanese', 'Sushi Bars']",[],Japanese,Sushi Bars,,0,8293
6859,"Haledon, New Jersey",Hawthorne,NJ,40.9675026,-74.1550369,Gourmet Express Market,"['Spanish', 'Dominican', 'Empanadas']","['delivery', 'pickup']",Spanish,Dominican,Empanadas,0,8293
6860,"Haledon, New Jersey",Little Falls,NJ,40.88232,-74.24308,Osaka Sushi,['Sushi Bars'],"['delivery', 'pickup']",Sushi Bars,,,0,8293
6861,"Haledon, New Jersey",Totowa,NJ,40.90527,-74.21147,Casa Mia,"['Italian', 'Pizza']","['delivery', 'pickup']",Italian,Pizza,,0,8293
6862,"Haledon, New Jersey",Ridgewood,NJ,40.9806172,-74.1224926,La Lanterna Cafe and Grill,['Italian'],['delivery'],Italian,,,0,8293
6863,"Haledon, New Jersey",Wayne,NJ,40.925457,-74.226417,The Village Inn,"['Italian', 'Seafood', 'American (Traditional)']",[],Italian,Seafood,American (Traditional),0,8293
6864,"Haledon, New Jersey",Glen Rock,NJ,40.96232,-74.13216,Tani Sushi & Asian Grill,"['Sushi Bars', 'Japanese', 'Pan Asian']","['delivery', 'pickup']",Sushi Bars,Japanese,Pan Asian,0,8293
6865,"Haledon, New Jersey",Paterson,NJ,40.89013788,-74.15213505,Al Raouche Restaurant,"['Middle Eastern', 'Fast Food']","['delivery', 'pickup']",Middle Eastern,Fast Food,,0,8293
6866,"Haledon, New Jersey",Paterson,NJ,40.91579,-74.17396,Somos Tu Peru,['Peruvian'],"['delivery', 'pickup']",Peruvian,,,0,8293
6867,"Haledon, New Jersey",Paterson,NJ,40.918163,-74.155471,La Patrona Restaurant,"['Spanish', 'Dominican']",['delivery'],Spanish,Dominican,,0,8293
6868,"Haledon, New Jersey",Paterson,NJ,40.899639,-74.1575614,Alhamadanya Sweets,"['Desserts', 'Middle Eastern']",['delivery'],Desserts,Middle Eastern,,0,8293
6869,"Haledon, New Jersey",Waldwick,NJ,41.01110458,-74.12056732,Bombay Hut,['Indian'],['delivery'],Indian,,,0,8293
6870,"Haledon, New Jersey",Midland Park,NJ,40.98448243,-74.13862728,Pizzaiolo by Brothers,"['Pizza', 'Italian', 'Salad']","['delivery', 'pickup']",Pizza,Italian,Salad,0,8293
6871,"Haledon, New Jersey",Wayne,NJ,40.961842,-74.242812,Anthony Franco's Pizza - Wayne,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,0,8293
6872,"Haledon, New Jersey",Paterson,NJ,40.89387512,-74.16230011,Montclair Deli,"['Fast Food', 'Delis']",['delivery'],Fast Food,Delis,,0,8293
6873,"Haledon, New Jersey",Ridgewood,NJ,40.97892,-74.11928,Village Green Restaurant,"['French', 'American (New)']",['delivery'],French,American (New),,0,8293
6874,"Haledon, New Jersey",Paterson,NJ,40.911641,-74.174415,Joe's Chinese Restaurant,['Chinese'],['delivery'],Chinese,,,0,8293
6875,"Haledon, New Jersey",Ridgewood,NJ,40.98124313,-74.11787415,East Coast Burger,['Burgers'],['delivery'],Burgers,,,0,8293
6876,"Haledon, New Jersey",Paterson,NJ,40.92073418,-74.18576069,3 Monkey's Restaurant,"['Dominican', 'Desserts', 'Bars']",['delivery'],Dominican,Desserts,Bars,0,8293
6877,"Haledon, New Jersey",Ridgewood,NJ,40.98048731,-74.119399,The Office Tavern Grill - Ridgewood,"['Bars', 'American (Traditional)']","['delivery', 'pickup']",Bars,American (Traditional),,0,8293
6878,"Haledon, New Jersey",Paterson,NJ,40.92003,-74.18658,Zakir's Bakery Sweet & Restaurant,"['Bakeries', 'Indian']",[],Bakeries,Indian,,0,8293
6879,"Haledon, New Jersey",Paterson,NJ,40.91259883,-74.16628296,El 5 pesos mexican restaurant,['Mexican'],['delivery'],Mexican,,,0,8293
6880,"Haledon, New Jersey",Clifton,NJ,40.8897375,-74.1529919,Portuguese Tavern,['Portuguese'],['delivery'],Portuguese,,,0,8293
6881,"Haledon, New Jersey",Paterson,NJ,40.91905721,-74.17261451,Eat In Happy Restaurant,['Chinese'],['delivery'],Chinese,,,0,8293
6882,"Haledon, New Jersey",Paterson,NJ,40.91628588,-74.17529773,D'carbon,['Peruvian'],"['delivery', 'pickup']",Peruvian,,,0,8293
6883,"Haledon, New Jersey",Clifton,NJ,40.879287,-74.144187,Homemade Pirogi,['Polish'],['delivery'],Polish,,,0,8293
6884,"Haledon, New Jersey",Paterson,NJ,40.90682,-74.15674,Mama Elena's,['Dominican'],"['delivery', 'pickup']",Dominican,,,0,8293
6885,"Haledon, New Jersey",Hawthorne,NJ,40.94895527,-74.15469607,Isaura Bakery,"['Bakeries', 'Gluten-Free']",['delivery'],Bakeries,Gluten-Free,,0,8293
6886,"Haledon, New Jersey",Little Falls,NJ,40.88102,-74.22788,Casa Arturo Bistro,['Italian'],['delivery'],Italian,,,0,8293
6887,"Haledon, New Jersey",Paterson,NJ,40.89714,-74.16141,La Carbonera,['Colombian'],['delivery'],Colombian,,,0,8293
