,Searched,City,State,Lat,Lng,Restaurant,Category,Transactions,Category 1,Category 2,Category 3,Vegan Options,POPESTIMATE2019
0,"Parker, Arizona",Parker,AZ,34.15076,-114.29109,Tierra Caliente,['Mexican'],[],Mexican,,,0,3207
1,"Parker, Arizona",Parker,AZ,34.2319392,-114.1876047,Roadrunner Floating Dock Bar,"['Bars', 'Seafood', 'American (Traditional)']",[],Bars,Seafood,American (Traditional),0,3207
2,"Parker, Arizona",Parker,AZ,34.18433853,-114.2255894,Mi Tierra,['Mexican'],[],Mexican,,,0,3207
3,"Parker, Arizona",Parker,AZ,34.21661084,-114.2018723,Stroke's Bar & Grill,"['Bars', 'American (Traditional)', 'Steakhouses']",[],Bars,American (Traditional),Steakhouses,0,3207
4,"Parker, Arizona",Parker,AZ,34.224453,-114.191903,Pirate's Den Bar & Grill,"['American (Traditional)', 'Bars', 'Steakhouses']",[],American (Traditional),Bars,Steakhouses,0,3207
5,"Parker, Arizona",Parker,AZ,34.151346,-114.285858,Mayas' Restaurant & Sports Cantina,"['Mexican', 'American (New)', 'Sports Bars']",[],Mexican,American (New),Sports Bars,0,3207
6,"Parker, Arizona",Parker,AZ,34.19641212,-114.222557,JA Johnny's Cafe,"['American (Traditional)', 'Pizza', 'Breakfast & Brunch']",[],American (Traditional),Pizza,Breakfast & Brunch,0,3207
7,"Parker, Arizona",Parker,AZ,34.15085748,-114.287646,China Garden,['Chinese'],[],Chinese,,,0,3207
8,"Parker, Arizona",Parker,AZ,34.16658986,-114.2668719,River Willow,"['Steakhouses', 'Italian', 'Seafood']",[],Steakhouses,Italian,Seafood,0,3207
9,"Parker, Arizona",Parker,AZ,34.226132,-114.189997,Black Pearl Restaurant,"['Bars', 'American (Traditional)']",[],Bars,American (Traditional),,0,3207
10,"Parker, Arizona",Parker,AZ,34.153893,-114.2804915,El Sarape Restaurant,['Mexican'],[],Mexican,,,0,3207
11,"Parker, Arizona",Parker,AZ,34.23183774,-114.1874639,Club Roadrunner,"['Dance Clubs', 'Diners', 'American (Traditional)']",[],Dance Clubs,Diners,American (Traditional),0,3207
12,"Parker, Arizona",Parker,AZ,34.244917,-114.173206,Foxs RV Resort,"['Bars', 'RV Rental', 'American (New)']",[],Bars,RV Rental,American (New),0,3207
13,"Parker, Arizona",Parker,AZ,34.18395,-114.22605,Bobby D's Diner,"['Burgers', 'Diners']",[],Burgers,Diners,,0,3207
14,"Parker, Arizona",Parker,AZ,34.14989,-114.28699,La Piazza Pizza,"['Pizza', 'Desserts', 'Italian']",[],Pizza,Desserts,Italian,0,3207
15,"Parker, Arizona",Parker,AZ,34.15405,-114.2918,Crossroads Cafe,"['Coffee & Tea', 'American (Traditional)', 'Breakfast & Brunch']",[],Coffee & Tea,American (Traditional),Breakfast & Brunch,0,3207
16,"Parker, Arizona",Earp,CA,34.17974854,-114.2545319,Outlaws Saloon,"['Beer Bar', 'Chicken Wings', 'Pizza']",[],Beer Bar,Chicken Wings,Pizza,0,3207
17,"Parker, Arizona",Parker,AZ,34.154217,-114.281237,Big Bellie Subs,"['Sandwiches', 'Burgers', 'Delis']",[],Sandwiches,Burgers,Delis,0,3207
18,"Parker, Arizona",Parker,AZ,34.16365973,-114.2671382,Blue Water Grille,"['Diners', 'Breakfast & Brunch']",[],Diners,Breakfast & Brunch,,0,3207
19,"Parker, Arizona",Parker,AZ,34.15123444,-114.2879654,Ruperto's Mexican Food,['Mexican'],[],Mexican,,,0,3207
20,"Parker, Arizona",Parker,AZ,34.14816,-114.29104,Lily's Mexican Food,"['Mexican', 'Breakfast & Brunch', 'Fast Food']",[],Mexican,Breakfast & Brunch,Fast Food,0,3207
21,"Parker, Arizona",Parker Dam,CA,34.25268,-114.1669194,Club Paradise,"['Cocktail Bars', 'American (Traditional)', 'Beer, Wine & Spirits']",[],Cocktail Bars,American (Traditional),"Beer, Wine & Spirits",0,3207
22,"Parker, Arizona",Parker,AZ,34.15123,-114.28985,Early Bird Coffee Shop,"['American (Traditional)', 'Cafes']",[],American (Traditional),Cafes,,0,3207
23,"Parker, Arizona",Parker,AZ,34.142695,-114.284674,Coffee Ern's,"['American (Traditional)', 'Coffee & Tea', 'Breakfast & Brunch']",[],American (Traditional),Coffee & Tea,Breakfast & Brunch,0,3207
24,"Parker, Arizona",Parker,AZ,34.1525296,-114.2843908,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",[],Pizza,Chicken Wings,Sandwiches,0,3207
25,"Parker, Arizona",Parker,AZ,34.1635532,-114.2670953,Rivers Edge Cantina,"['American (Traditional)', 'Sandwiches', 'Fast Food']",[],American (Traditional),Sandwiches,Fast Food,0,3207
26,"Parker, Arizona",Parker,AZ,34.15376433,-114.2805112,Jack in the Box,"['Fast Food', 'Burgers', 'Tacos']",[],Fast Food,Burgers,Tacos,0,3207
27,"Parker, Arizona",Parker,AZ,34.15493261,-114.277463,Subway,['Sandwiches'],[],Sandwiches,,,0,3207
28,"Parker, Arizona",Parker,AZ,34.1499861,-114.2892418,Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings']","['delivery', 'pickup']",Pizza,Italian,Chicken Wings,0,3207
29,"Parker, Arizona",Parker,AZ,34.15524,-114.27694,Taco Bell,"['Fast Food', 'Mexican']",[],Fast Food,Mexican,,0,3207
30,"Parker, Arizona",Parker,AZ,34.151068,-114.286722,Burger King,"['Burgers', 'Fast Food']",[],Burgers,Fast Food,,0,3207
31,"Parker, Arizona",Parker,AZ,34.15455817,-114.2779827,McDonald's,"['Coffee & Tea', 'Burgers', 'Fast Food']",[],Coffee & Tea,Burgers,Fast Food,0,3207
32,"Waldo, Arkansas",Magnolia,AR,33.2867838,-93.2351435,Mule Kick,"['Pizza', 'Coffee & Tea', 'Beer Bar']",[],Pizza,Coffee & Tea,Beer Bar,0,1265
33,"Waldo, Arkansas",Magnolia,AR,33.286967,-93.246903,Marlar's Cafeteria,['Southern'],[],Southern,,,0,1265
34,"Waldo, Arkansas",Magnolia,AR,33.28547,-93.23547,Antiguas Grill,['Mexican'],[],Mexican,,,0,1265
35,"Waldo, Arkansas",Magnolia,AR,33.289958,-93.231073,Panda Express,"['Chinese', 'Fast Food']",[],Chinese,Fast Food,,0,1265
36,"Waldo, Arkansas",Magnolia,AR,33.291259,-93.2350304,Chick-fil-A,['Fast Food'],[],Fast Food,,,0,1265
37,"Anderson, California",Anderson,CA,40.435431,-122.287005,Portside Fish & Chips,"['Fish & Chips', 'Seafood', 'Bars']",[],Fish & Chips,Seafood,Bars,0,10630
38,"Anderson, California",Anderson,CA,40.470376,-122.305551,Woodside Grill,"['Bars', 'American (Traditional)']",['delivery'],Bars,American (Traditional),,0,10630
39,"Anderson, California",Anderson,CA,40.44909668,-122.2957382,Chinatown Restaurant,['Cantonese'],['delivery'],Cantonese,,,0,10630
40,"Anderson, California",Anderson,CA,40.45289004,-122.2897131,Puerto Vallarta,['Mexican'],['delivery'],Mexican,,,0,10630
41,"Anderson, California",Anderson,CA,40.45487418,-122.2960153,Vittles Family Restaurant,['American (Traditional)'],['delivery'],American (Traditional),,,0,10630
42,"Anderson, California",Anderson,CA,40.454395,-122.291852,Peacock Chinese Restaurant,['Chinese'],"['delivery', 'pickup']",Chinese,,,0,10630
43,"Anderson, California",Cottonwood,CA,40.38506447,-122.2815653,Kenny’s Kitchen,"['Barbeque', 'Diners']",[],Barbeque,Diners,,0,10630
44,"Anderson, California",Cottonwood,CA,40.3825556,-122.2808771,Roadrunner Grill,"['Food Trucks', 'American (Traditional)']",[],Food Trucks,American (Traditional),,0,10630
45,"Anderson, California",Redding,CA,40.51157,-122.29868,Peter Chu's Skyroom,['Chinese'],[],Chinese,,,0,10630
46,"Anderson, California",Anderson,CA,40.44892883,-122.2975922,Burrito Bandito,['Mexican'],"['delivery', 'pickup']",Mexican,,,0,10630
47,"Anderson, California",Anderson,CA,40.45005538,-122.2921695,Players Pizza & Sports,['Pizza'],['delivery'],Pizza,,,0,10630
48,"Anderson, California",Anderson,CA,40.44845,-122.29531,Becca's Cafe,"['Cafes', 'Breakfast & Brunch']",['delivery'],Cafes,Breakfast & Brunch,,0,10630
49,"Anderson, California",Anderson,CA,40.43271298,-122.2901165,Westside Pizza,['Pizza'],['delivery'],Pizza,,,0,10630
50,"Anderson, California",Anderson,CA,40.4441063,-122.2961848,Shasta Pizza,['Pizza'],['delivery'],Pizza,,,0,10630
51,"Anderson, California",Cottonwood,CA,40.3983046,-122.2808749,Macias El Michoacano,['Mexican'],[],Mexican,,,0,10630
52,"Anderson, California",Anderson,CA,40.452842,-122.305659,Taco Loco,['Mexican'],[],Mexican,,,0,10630
53,"Anderson, California",Anderson,CA,40.443437,-122.2955967,Oriental Express Restaurant,['Chinese'],['delivery'],Chinese,,,0,10630
54,"Anderson, California",Anderson,CA,40.43533,-122.288147,Mary's Pizza Shack,"['Pizza', 'Italian', 'Sandwiches']",['delivery'],Pizza,Italian,Sandwiches,0,10630
55,"Anderson, California",Anderson,CA,40.454046,-122.2882443,Humble Joe's Chophouse,"['Breakfast & Brunch', 'Burgers', 'Wraps']",['delivery'],Breakfast & Brunch,Burgers,Wraps,0,10630
56,"Anderson, California",Anderson,CA,40.43586403,-122.2873663,ralibertos taco shop,['Tacos'],"['delivery', 'pickup']",Tacos,,,0,10630
57,"Anderson, California",Anderson,CA,40.453933,-122.297062,Bartels Giant Burger,"['Burgers', 'Coffee & Tea', 'Sandwiches']",['delivery'],Burgers,Coffee & Tea,Sandwiches,0,10630
58,"Anderson, California",Redding,CA,40.482435,-122.301855,Sand Trap,"['American (New)', 'Bars']",['delivery'],American (New),Bars,,0,10630
59,"Anderson, California",Anderson,CA,40.449232,-122.30052,El ShasTaquero,"['Food Trucks', 'Tacos']","['delivery', 'pickup']",Food Trucks,Tacos,,0,10630
60,"Anderson, California",Anderson,CA,40.44803321,-122.2567938,Mr Taco,['Mexican'],['delivery'],Mexican,,,0,10630
61,"Anderson, California",Cottonwood,CA,40.38387,-122.28146,Rogers Frosty,"['Burgers', 'Desserts']",[],Burgers,Desserts,,0,10630
62,"Anderson, California",Redding,CA,40.53088,-122.31087,Punjabi Indian Food,"['Food Trucks', 'Indian']",[],Food Trucks,Indian,,0,10630
63,"Anderson, California",Anderson,CA,40.45340455,-122.2917143,Round Table Clubhouse,"['Pizza', 'Buffets']","['delivery', 'pickup']",Pizza,Buffets,,0,10630
64,"Anderson, California",Anderson,CA,40.4314561,-122.287085,Sonic Drive-In,"['Fast Food', 'Burgers', 'Ice Cream & Frozen Yogurt']",[],Fast Food,Burgers,Ice Cream & Frozen Yogurt,0,10630
65,"Anderson, California",Cottonwood,CA,40.402647,-122.277095,Branding Iron Cafe,"['Breakfast & Brunch', 'Steakhouses']",[],Breakfast & Brunch,Steakhouses,,0,10630
66,"Anderson, California",Anderson,CA,40.45514,-122.29359,Popeyes Louisiana Kitchen,"['Fast Food', 'Chicken Wings']",['pickup'],Fast Food,Chicken Wings,,0,10630
67,"Anderson, California",Cottonwood,CA,40.3890699,-122.2888,Eagle's Nest Pizza,['Pizza'],[],Pizza,,,0,10630
68,"Anderson, California",Anderson,CA,40.43278,-122.28831,Panda Express,"['Chinese', 'Fast Food']","['delivery', 'pickup']",Chinese,Fast Food,,0,10630
69,"Anderson, California",Anderson,CA,40.44392992,-122.3267606,Barthels,['American (Traditional)'],[],American (Traditional),,,0,10630
70,"Anderson, California",Cottonwood,CA,40.3890699,-122.28861,Elegant Bean Espresso,"['Coffee & Tea', 'Bagels', 'Breakfast & Brunch']",[],Coffee & Tea,Bagels,Breakfast & Brunch,0,10630
71,"Anderson, California",Anderson,CA,40.45585234,-122.294162,McDonald's,"['Coffee & Tea', 'Burgers', 'Fast Food']",['delivery'],Coffee & Tea,Burgers,Fast Food,0,10630
72,"Anderson, California",Anderson,CA,40.45163901,-122.2886293,Little Caesars Pizza,['Pizza'],[],Pizza,,,0,10630
73,"Anderson, California",Redding,CA,40.505018,-122.334553,Country Pride Family Restaurant,['American (New)'],['delivery'],American (New),,,0,10630
74,"Anderson, California",Anderson,CA,40.45369714,-122.2876349,Papa Murphy's,['Pizza'],['delivery'],Pizza,,,0,10630
75,"Anderson, California",Anderson,CA,40.453347,-122.290138,Taco Bell,"['Fast Food', 'Mexican']",['delivery'],Fast Food,Mexican,,0,10630
76,"Anderson, California",Anderson,CA,40.44873047,-122.2996292,The Best Little Sandwich Shop,"['Caterers', 'Sandwiches']",[],Caterers,Sandwiches,,0,10630
77,"Anderson, California",Anderson,CA,40.45694,-122.294065,Burger King,"['Burgers', 'Fast Food']",['delivery'],Burgers,Fast Food,,0,10630
78,"Anderson, California",Anderson,CA,40.4533904,-122.2909155,Subway,['Sandwiches'],[],Sandwiches,,,0,10630
79,"Anderson, California",Anderson,CA,40.4373564,-122.2898684,Jack in the Box,"['Fast Food', 'Burgers', 'Tacos']",[],Fast Food,Burgers,Tacos,0,10630
80,"Anderson, California",Redding,CA,40.504302,-122.334709,Popeyes Louisiana Kitchen,"['Fast Food', 'Chicken Wings']",['delivery'],Fast Food,Chicken Wings,,0,10630
81,"Anderson, California",Cottonwood,CA,40.38893376,-122.2873113,Subway,['Sandwiches'],[],Sandwiches,,,0,10630
82,"Anderson, California",Anderson,CA,40.431378,-122.2886898,Subway,['Sandwiches'],[],Sandwiches,,,0,10630
83,"Anderson, California",Redding,CA,40.504495,-122.334906,T A Redding Travel Center,['Fast Food'],[],Fast Food,,,0,10630
84,"Anderson, California",Cottonwood,CA,40.38396,-122.28144,Roger's Frosty,['Restaurants'],[],Restaurants,,,0,10630
85,"Orinda, California",Orinda,CA,37.88201548,-122.1878263,Siam Orchid,['Thai'],[],Thai,,,0,19926
86,"Orinda, California",Orinda,CA,37.87846601,-122.1819703,Saffron Indian Restaurant & Bar,['Indian'],['delivery'],Indian,,,0,19926
87,"Orinda, California",Orinda,CA,37.88174057,-122.1881561,Baja Cali Taqueria & Grill,['Mexican'],['delivery'],Mexican,,,0,19926
88,"Orinda, California",Lafayette,CA,37.8910385,-122.1232497,SOCIAL BIRD,"['Gastropubs', 'American (New)', 'Beer, Wine & Spirits']",[],Gastropubs,American (New),"Beer, Wine & Spirits",0,19926
89,"Orinda, California",Orinda,CA,37.87845173,-122.1825896,The Fourth Bore Tap Room & Grill,"['American (Traditional)', 'Sports Bars', 'Burgers']",['delivery'],American (Traditional),Sports Bars,Burgers,0,19926
90,"Orinda, California",Orinda,CA,37.8792509,-122.1821978,Casa Orinda,"['Italian', 'Cocktail Bars', 'Seafood']",[],Italian,Cocktail Bars,Seafood,0,19926
91,"Orinda, California",Orinda,CA,37.8853099,-122.1926,Szechwan Chinese Restaurant,['Chinese'],['delivery'],Chinese,,,0,19926
92,"Orinda, California",Lafayette,CA,37.891533,-122.1240104,Batch & Brine,"['Bars', 'Burgers', 'Sandwiches']","['delivery', 'pickup']",Bars,Burgers,Sandwiches,0,19926
93,"Orinda, California",Orinda,CA,37.87796986,-122.1824741,Petra Cafe,"['Greek', 'Wraps', 'Sandwiches']",['delivery'],Greek,Wraps,Sandwiches,0,19926
94,"Orinda, California",Orinda,CA,37.88019,-122.18575,Yu Bistro,['Chinese'],['delivery'],Chinese,,,0,19926
95,"Orinda, California",Lafayette,CA,37.89145921,-122.1239213,Pizza Antica,['Pizza'],['pickup'],Pizza,,,0,19926
96,"Orinda, California",Moraga,CA,37.860428,-122.12657,Ristorante Amoroma,['Italian'],"['restaurant_reservation', 'delivery']",Italian,,,0,19926
97,"Orinda, California",Orinda,CA,37.87811868,-122.1809488,Reem's Steaks,"['Burgers', 'Cheesesteaks', 'Korean']",[],Burgers,Cheesesteaks,Korean,0,19926
98,"Orinda, California",Oakland,CA,37.82693496,-122.210449,Daughter Thai Kitchen,"['Thai', 'Cocktail Bars']","['restaurant_reservation', 'delivery']",Thai,Cocktail Bars,,0,19926
99,"Orinda, California",Orinda,CA,37.8854883,-122.1924868,Hanazen,"['Japanese', 'Sushi Bars']",['delivery'],Japanese,Sushi Bars,,0,19926
100,"Orinda, California",Lafayette,CA,37.89152149,-122.1234708,Barranco,"['Peruvian', 'Seafood']","['delivery', 'pickup']",Peruvian,Seafood,,0,19926
101,"Orinda, California",Orinda,CA,37.88567804,-122.192683,Baan Thai Restaurant,['Thai'],['delivery'],Thai,,,0,19926
102,"Orinda, California",Lafayette,CA,37.89189667,-122.1212225,Lavash,['Mediterranean'],"['delivery', 'pickup']",Mediterranean,,,0,19926
103,"Orinda, California",Lafayette,CA,37.89174495,-122.1201601,Roam Artisan Burgers,"['Burgers', 'American (Traditional)']",['delivery'],Burgers,American (Traditional),,0,19926
104,"Orinda, California",Orinda,CA,37.87818,-122.18133,Europa Hofbrau Deli & Pub,"['American (Traditional)', 'Delis']",[],American (Traditional),Delis,,0,19926
105,"Orinda, California",Orinda,CA,37.8789855,-122.1817073,La Piazza Pizzeria Trattoria,"['Italian', 'Pizza']",['pickup'],Italian,Pizza,,0,19926
106,"Orinda, California",Orinda,CA,37.8788387,-122.1821868,Shelby's,"['American (New)', 'Desserts', 'Bars']",['pickup'],American (New),Desserts,Bars,0,19926
107,"Orinda, California",Lafayette,CA,37.890406,-122.1180465,RÊVE,"['French', 'Wine Bars']",[],French,Wine Bars,,0,19926
108,"Orinda, California",Orinda,CA,37.87853725,-122.1824312,Serika Restaurant,['Japanese'],[],Japanese,,,0,19926
109,"Orinda, California",Orinda,CA,37.88131,-122.18811,Genuine Goodness,"['Soup', 'Salad', 'Sandwiches']",['delivery'],Soup,Salad,Sandwiches,0,19926
110,"Orinda, California",Moraga,CA,37.86061487,-122.1267083,Sushi Fighter,['Sushi Bars'],['delivery'],Sushi Bars,,,0,19926
111,"Orinda, California",Orinda,CA,37.881335,-122.187413,Village Pizza,['Pizza'],['delivery'],Pizza,,,0,19926
112,"Orinda, California",Lafayette,CA,37.89121,-122.12117,Postino,"['American (New)', 'Italian']",[],American (New),Italian,,0,19926
113,"Orinda, California",Moraga,CA,37.8600946,-122.1253799,Noodle Theory,"['Pan Asian', 'Noodles', 'Ramen']",['delivery'],Pan Asian,Noodles,Ramen,0,19926
114,"Orinda, California",Orinda,CA,37.88422394,-122.1918411,Zamboni's Pizza,['Pizza'],"['delivery', 'pickup']",Pizza,,,0,19926
115,"Orinda, California",Lafayette,CA,37.89098482,-122.1201527,The Coop,"['American (Traditional)', 'Wine Bars']",['delivery'],American (Traditional),Wine Bars,,0,19926
116,"Orinda, California",Oakland,CA,37.84073,-122.25119,Kitchen Story,"['Breakfast & Brunch', 'Asian Fusion', 'American (New)']","['restaurant_reservation', 'delivery', 'pickup']",Breakfast & Brunch,Asian Fusion,American (New),0,19926
117,"Orinda, California",Orinda,CA,37.88248,-122.18457,Boffo Cart,"['Italian', 'Food Stands']",[],Italian,Food Stands,,0,19926
118,"Orinda, California",Lafayette,CA,37.8903899,-122.11811,Swad Indian Cuisine,['Indian'],['pickup'],Indian,,,0,19926
119,"Orinda, California",Lafayette,CA,37.890408,-122.127083,Kabab Burger Mediterranean Grill,"['Mediterranean', 'Burgers', 'Middle Eastern']","['delivery', 'pickup']",Mediterranean,Burgers,Middle Eastern,0,19926
120,"Orinda, California",Orinda,CA,37.87892081,-122.1817734,Sushi Island,"['Sushi Bars', 'Japanese']",['delivery'],Sushi Bars,Japanese,,0,19926
121,"Orinda, California",Oakland,CA,37.834653,-122.211827,Taps And Takeout,['American (New)'],"['delivery', 'pickup']",American (New),,,0,19926
122,"Orinda, California",Oakland,CA,37.83798,-122.2517,Marica,"['Seafood', 'American (New)']","['delivery', 'pickup']",Seafood,American (New),,0,19926
123,"Orinda, California",Oakland,CA,37.82656996,-122.2093646,Perle Wine Bar,"['Wine Bars', 'French', 'Cocktail Bars']","['restaurant_reservation', 'delivery']",Wine Bars,French,Cocktail Bars,0,19926
124,"Orinda, California",Orinda,CA,37.87788854,-122.1804872,Maya Mexican Grill,['Mexican'],['delivery'],Mexican,,,0,19926
125,"Orinda, California",Moraga,CA,37.8611053,-122.1270586,Chef Chao Restaurant,['Chinese'],"['delivery', 'pickup']",Chinese,,,0,19926
126,"Orinda, California",Oakland,CA,37.823425,-122.2558783,Pomella,['Middle Eastern'],"['delivery', 'pickup']",Middle Eastern,,,0,19926
127,"Orinda, California",Moraga,CA,37.8355905,-122.1277159,La Finestra,['Italian'],['delivery'],Italian,,,0,19926
128,"Orinda, California",Orinda,CA,37.87800164,-122.1807846,Nation's Giant Hamburgers & Great Pies,"['Bakeries', 'Burgers', 'Diners']",['delivery'],Bakeries,Burgers,Diners,0,19926
129,"Orinda, California",Oakland,CA,37.8260337,-122.2102229,Lao Taé,"['Laotian', 'Thai', 'Cocktail Bars']","['delivery', 'pickup']",Laotian,Thai,Cocktail Bars,0,19926
130,"Orinda, California",Orinda,CA,37.88557136,-122.1923859,Geppetto's Caffe,"['Sandwiches', 'Cafes']",['delivery'],Sandwiches,Cafes,,0,19926
131,"Orinda, California",Oakland,CA,37.85067725,-122.2526136,Wood Tavern,['American (New)'],['delivery'],American (New),,,0,19926
132,"Orinda, California",Oakland,CA,37.81122279,-122.2431407,Shakewell,"['Bars', 'Mediterranean', 'Spanish']","['delivery', 'pickup']",Bars,Mediterranean,Spanish,0,19926
133,"Orinda, California",Berkeley,CA,37.85778,-122.25336,In The Wood,"['Gastropubs', 'American (New)']","['delivery', 'pickup']",Gastropubs,American (New),,0,19926
134,"Orinda, California",Oakland,CA,37.849054,-122.252077,Yimm,['Thai'],['delivery'],Thai,,,0,19926
135,"Orinda, California",Oakland,CA,37.846393,-122.252132,Zachary's Chicago Pizza,"['Pizza', 'Comfort Food']",['delivery'],Pizza,Comfort Food,,0,19926
136,"Orinda, California",Berkeley,CA,37.85815,-122.25284,The Italian Homemade Company,"['Italian', 'Gelato', 'Delis']","['pickup', 'delivery']",Italian,Gelato,Delis,0,19926
137,"Orinda, California",Berkeley,CA,37.85885762,-122.241778,Limewood Bar & Restaurant,['American (New)'],['delivery'],American (New),,,0,19926
138,"Orinda, California",Lafayette,CA,37.88983137,-122.1273815,Bistro Burger & Grill,"['American (Traditional)', 'Burgers', 'Salad']",['pickup'],American (Traditional),Burgers,Salad,0,19926
139,"Orinda, California",Lafayette,CA,37.892331,-122.117672,Metro Lafayette,['American (New)'],['delivery'],American (New),,,0,19926
140,"Orinda, California",Moraga,CA,37.855693,-122.1244225,Golden Palace,"['Chinese', 'Japanese', 'Sushi Bars']",['delivery'],Chinese,Japanese,Sushi Bars,0,19926
141,"Orinda, California",Oakland,CA,37.82448837,-122.2547647,Mistura Rotisserie,['Peruvian'],['pickup'],Peruvian,,,0,19926
142,"Orinda, California",Oakland,CA,37.842131,-122.251216,À Côté Restaurant,"['French', 'Spanish', 'Italian']",[],French,Spanish,Italian,0,19926
143,"Orinda, California",Lafayette,CA,37.89164734,-122.1164703,The Great Wall Restaurant,['Chinese'],['delivery'],Chinese,,,0,19926
144,"Orinda, California",Oakland,CA,37.82802,-122.25682,Teni East Kitchen,['Burmese'],"['pickup', 'delivery']",Burmese,,,0,19926
145,"Orinda, California",Oakland,CA,37.826201,-122.209957,Himalayan Curry House,"['Himalayan/Nepalese', 'Indian']","['pickup', 'delivery']",Himalayan/Nepalese,Indian,,0,19926
146,"Orinda, California",Oakland,CA,37.82345,-122.20727,Italian Colors,"['Italian', 'Bars', 'Pizza']",['delivery'],Italian,Bars,Pizza,0,19926
147,"Orinda, California",Lafayette,CA,37.89226183,-122.1207337,Uncle Yu's,['Chinese'],"['pickup', 'delivery']",Chinese,,,0,19926
148,"Orinda, California",Lafayette,CA,37.891474,-122.118324,Sideboard,"['Coffee & Tea', 'Breakfast & Brunch', 'Comfort Food']",['delivery'],Coffee & Tea,Breakfast & Brunch,Comfort Food,0,19926
149,"Orinda, California",Lafayette,CA,37.891474,-122.1248017,Rancho Cantina,"['Mexican', 'Spanish']",['delivery'],Mexican,Spanish,,0,19926
150,"Orinda, California",Oakland,CA,37.83026,-122.24779,The Saap Avenue,"['Laotian', 'Cocktail Bars', 'Whiskey Bars']","['delivery', 'pickup']",Laotian,Cocktail Bars,Whiskey Bars,0,19926
151,"Orinda, California",Berkeley,CA,37.8574461,-122.2532025,Summer Kitchen +bakeshop,"['American (New)', 'Local Flavor', 'Salad']","['pickup', 'delivery']",American (New),Local Flavor,Salad,0,19926
152,"Orinda, California",Oakland,CA,37.8475302,-122.2519112,Millennium,"['Vegan', 'Vegetarian', 'Wine Bars']","['pickup', 'delivery']",Vegan,Vegetarian,Wine Bars,1,19926
153,"Orinda, California",Oakland,CA,37.839565,-122.251054,Holy Basil Pho,"['Vietnamese', 'Noodles', 'Cocktail Bars']","['pickup', 'delivery']",Vietnamese,Noodles,Cocktail Bars,0,19926
154,"Orinda, California",Piedmont,CA,37.849508,-122.252027,Momo Ramen,"['Ramen', 'Chicken Shop']","['delivery', 'pickup']",Ramen,Chicken Shop,,0,19926
155,"Orinda, California",Moraga,CA,37.859938,-122.125592,Lamorinda Pizza,"['Pizza', 'Salad', 'Chicken Wings']",['delivery'],Pizza,Salad,Chicken Wings,0,19926
156,"Orinda, California",Berkeley,CA,37.85710532,-122.253487,Donato & Co,"['Italian', 'Seafood']","['pickup', 'delivery']",Italian,Seafood,,0,19926
157,"Orinda, California",Moraga,CA,37.86142,-122.1275,Town Bakery & Cafe,"['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']",['delivery'],Bakeries,Coffee & Tea,Breakfast & Brunch,0,19926
158,"Orinda, California",Orinda,CA,37.88422394,-122.1918411,Niwa Restaurant,"['Chinese', 'Sushi Bars']",['delivery'],Chinese,Sushi Bars,,0,19926
159,"Orinda, California",Oakland,CA,37.85063883,-122.252579,Southie,"['Sandwiches', 'American (New)']",['delivery'],Sandwiches,American (New),,0,19926
160,"Orinda, California",Berkeley,CA,37.8584877,-122.2440581,Sidewalk Street Food,['Vietnamese'],"['pickup', 'delivery']",Vietnamese,,,0,19926
161,"Orinda, California",Moraga,CA,37.86,-122.12561,China Moon Restaurant,['Chinese'],"['pickup', 'delivery']",Chinese,,,0,19926
162,"Orinda, California",Oakland,CA,37.84027704,-122.2514733,Belotti Ristorante E Bottega,"['Italian', 'Cocktail Bars', 'Wine Bars']",['delivery'],Italian,Cocktail Bars,Wine Bars,0,19926
163,"Orinda, California",Lafayette,CA,37.8914391,-122.1218693,Patxi's Pizza,"['Pizza', 'Salad', 'Italian']","['pickup', 'delivery']",Pizza,Salad,Italian,0,19926
164,"Orinda, California",Berkeley,CA,37.85757,-122.25337,La Mediterranee,"['Mediterranean', 'Middle Eastern']","['pickup', 'delivery']",Mediterranean,Middle Eastern,,0,19926
165,"Orinda, California",Oakland,CA,37.82471904,-122.2548908,Commis,['American (New)'],[],American (New),,,0,19926
166,"Orinda, California",Oakland,CA,37.82412033,-122.2553362,Thai Taste Kitchen,['Thai'],['delivery'],Thai,,,0,19926
167,"Orinda, California",Oakland,CA,37.82615,-122.20961,El Agavero,['Mexican'],"['pickup', 'delivery']",Mexican,,,0,19926
168,"Orinda, California",Lafayette,CA,37.8907548,-122.1196442,Urban Remedy,"['Juice Bars & Smoothies', 'Organic Stores', 'Gluten-Free']","['pickup', 'delivery']",Juice Bars & Smoothies,Organic Stores,Gluten-Free,0,19926
169,"Orinda, California",Oakland,CA,37.8124796,-122.2469565,Ikaros Greek Restaurant,"['Greek', 'Mediterranean', 'Middle Eastern']",['delivery'],Greek,Mediterranean,Middle Eastern,0,19926
170,"Orinda, California",Oakland,CA,37.8492607,-122.2525755,Noodle Theory,"['Ramen', 'Noodles', 'Pan Asian']",['delivery'],Ramen,Noodles,Pan Asian,0,19926
171,"Orinda, California",Oakland,CA,37.83279728,-122.2530444,Bento & Bowls,"['Korean', 'Soup', 'Barbeque']","['pickup', 'delivery']",Korean,Soup,Barbeque,0,19926
