,Searched,City,State,Lat,Lng,Restaurant,Category,Transactions,Category 1,Category 2,Category 3,Vegan Options
20509,"Franklin Park village, Illinois",Park Ridge,IL,41.996396,-87.833744,Shawarma Inn,"['Middle Eastern', 'Mediterranean']","['delivery', 'pickup']",Middle Eastern,Mediterranean,,False
20510,"Franklin Park village, Illinois",Chicago,IL,41.975143,-87.899951,Burrito Beach,['Mexican'],[],Mexican,,,False
20511,"Franklin Park village, Illinois",Oak Park,IL,41.88844,-87.8021,Hecho En Oak Park,['Mexican'],"['delivery', 'pickup']",Mexican,,,False
20512,"Franklin Park village, Illinois",Forest Park,IL,41.8798,-87.80967,Twisted Cookie,"['Bakeries', 'Cupcakes']","['delivery', 'pickup']",Bakeries,Cupcakes,,False
20513,"Franklin Park village, Illinois",Chicago,IL,41.9403601057798,-87.806540094316,Jibarito's on Harlem,"['Puerto Rican', 'Comfort Food', 'Sandwiches']","['delivery', 'pickup']",Puerto Rican,Comfort Food,Sandwiches,False
20514,"Franklin Park village, Illinois",Elmhurst,IL,41.902294,-87.9406489,BNK Thai & Sushi,"['Japanese', 'Sushi Bars', 'Thai']","['delivery', 'pickup']",Japanese,Sushi Bars,Thai,False
20515,"Franklin Park village, Illinois",Elmhurst,IL,41.89999,-87.9394499,Red Arrow Eatery & Self Pour - Elmhurst,"['Beer Bar', 'American (New)', 'Venues & Event Spaces']","['delivery', 'pickup']",Beer Bar,American (New),Venues & Event Spaces,False
20516,"Franklin Park village, Illinois",Chicago,IL,41.95221,-87.80747,Falafel  Dream,"['Middle Eastern', 'Halal', 'Vegetarian']","['delivery', 'pickup']",Middle Eastern,Halal,Vegetarian,False
20517,"Franklin Park village, Illinois",Chicago,IL,41.951881,-87.832687,Draft Bar,['Sports Bars'],[],Sports Bars,,,False
20518,"Franklin Park village, Illinois",Elmwood Park,IL,41.90948,-87.823752,Russell's Barbecue,['Barbeque'],"['delivery', 'pickup']",Barbeque,,,False
20519,"Franklin Park village, Illinois",Rosemont,IL,41.997152,-87.882046,Harry Caray's Italian Steakhouse - Rosemont,"['Steakhouses', 'Bars', 'Italian']","['delivery', 'pickup']",Steakhouses,Bars,Italian,False
20520,"Franklin Park village, Illinois",Stone Park,IL,41.9070349574281,-87.8720228593857,Firehouse Subs - Stone Park,"['Sandwiches', 'Delis', 'Fast Food']","['delivery', 'pickup']",Sandwiches,Delis,Fast Food,False
20521,"Franklin Park village, Illinois",Chicago,IL,41.9759072,-87.9027825,Argo Tea,['Coffee & Tea'],['pickup'],Coffee & Tea,,,False
20522,"Franklin Park village, Illinois",Elmhurst,IL,41.9053707752511,-87.9401047155261,Currito,"['Juice Bars & Smoothies', 'American (New)']","['delivery', 'pickup']",Juice Bars & Smoothies,American (New),,False
20523,"Franklin Park village, Illinois",Elmhurst,IL,41.8998194215276,-87.9409334469343,Pilot Pete's Coffee & Treats,['Coffee & Tea'],"['delivery', 'pickup']",Coffee & Tea,,,False
20524,"Franklin Park village, Illinois",Norridge,IL,41.966661,-87.8396235,Villa Napoli Pizzeria & Restaurant,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,False
20525,"Franklin Park village, Illinois",Melrose Park,IL,41.895178960404,-87.864909151683,Carnitas Don Alfredo,['Mexican'],['delivery'],Mexican,,,False
20526,"Franklin Park village, Illinois",Rosemont,IL,41.97464,-87.87017,Carmine's Rosemont,"['Italian', 'Steakhouses']","['delivery', 'pickup']",Italian,Steakhouses,,False
20527,"Franklin Park village, Illinois",Elmhurst,IL,41.898660902233,-87.940265045205,Pints,"['Sports Bars', 'American (Traditional)', 'Beer Bar']",['delivery'],Sports Bars,American (Traditional),Beer Bar,False
20528,"Franklin Park village, Illinois",Forest Park,IL,41.879154,-87.810606,Louie's Grill,"['American (Traditional)', 'Diners']",['delivery'],American (Traditional),Diners,,False
20529,"Franklin Park village, Illinois",Melrose Park,IL,41.8938179016113,-87.8596038818359,Los Comales,"['Mexican', 'Fast Food']","['delivery', 'pickup']",Mexican,Fast Food,,False
20530,"Franklin Park village, Illinois",Chicago,IL,41.980586,-87.909963,Berghoff Cafe,['German'],[],German,,,False
20531,"Franklin Park village, Illinois",Northlake,IL,41.907709,-87.889942,Alejandra's Mexican Cuisine,['Mexican'],"['delivery', 'pickup']",Mexican,,,False
20532,"Franklin Park village, Illinois",Melrose Park,IL,41.89391,-87.85997,La Tequileria,"['Tapas/Small Plates', 'Cocktail Bars']",['delivery'],Tapas/Small Plates,Cocktail Bars,,False
20533,"Franklin Park village, Illinois",Norridge,IL,41.96157,-87.80813,Miller's Ale House - Norridge,"['Sports Bars', 'Seafood', 'American (Traditional)']",['delivery'],Sports Bars,Seafood,American (Traditional),False
20534,"Franklin Park village, Illinois",Oak Park,IL,41.890246,-87.80287,The Little Gem Cafe,"['American (New)', 'Bars', 'Brasseries']","['delivery', 'pickup']",American (New),Bars,Brasseries,False
20535,"Franklin Park village, Illinois",Chicago,IL,42.0034584752048,-87.8170144557953,Cafe Touche French Bistro & Wine Bar,"['French', 'Wine Bars']","['delivery', 'pickup']",French,Wine Bars,,False
20536,"Franklin Park village, Illinois",Harwood Heights,IL,41.9673174,-87.8110868,Pita Shish Kabob,['Mediterranean'],"['delivery', 'pickup']",Mediterranean,,,False
20537,"Franklin Park village, Illinois",Bensenville,IL,41.94632,-87.9400299,Mamma Maria's Pizzeria and Ristorante,"['Pizza', 'Italian', 'Diners']","['delivery', 'pickup']",Pizza,Italian,Diners,False
20538,"Franklin Park village, Illinois",Oak Park,IL,41.889017,-87.802051,Lou Malnati's Pizzeria,"['Pizza', 'Italian', 'Sandwiches']","['delivery', 'pickup']",Pizza,Italian,Sandwiches,False
20539,"Franklin Park village, Illinois",Schiller Park,IL,41.9540679,-87.8600947,Fong's Kitchen,['Chinese'],"['delivery', 'pickup']",Chinese,,,False
20540,"Franklin Park village, Illinois",Forest Park,IL,41.8793287,-87.8056663,FatDuck Tavern & Grill,"['American (Traditional)', 'Pubs']",['delivery'],American (Traditional),Pubs,,False
20541,"Franklin Park village, Illinois",Forest Park,IL,41.87978,-87.8109,Caffe De Luca,"['Italian', 'Breakfast & Brunch', 'Venues & Event Spaces']","['delivery', 'pickup']",Italian,Breakfast & Brunch,Venues & Event Spaces,False
20542,"Franklin Park village, Illinois",Melrose Park,IL,41.9312512169227,-87.9037427220902,Ozzie's Italian Deli,"['Delis', 'Sandwiches']","['delivery', 'pickup']",Delis,Sandwiches,,False
20543,"Franklin Park village, Illinois",Melrose Park,IL,41.9289000077067,-87.8850218653679,Big Rig Tacos,"['Food Trucks', 'Tacos']",['delivery'],Food Trucks,Tacos,,False
20544,"Franklin Park village, Illinois",Hillside,IL,41.87679,-87.90458,Q's Restaurant & Pizzeria,"['Pizza', 'Italian', 'Sandwiches']",['delivery'],Pizza,Italian,Sandwiches,False
20545,"Franklin Park village, Illinois",Elmwood Park,IL,41.9091613,-87.8087975,Donny G's Ristorante & Bar,"['Wine Bars', 'Italian']","['delivery', 'pickup']",Wine Bars,Italian,,False
20546,"Franklin Park village, Illinois",Elmhurst,IL,41.8986473083496,-87.9403457641602,Guac N Tacos,['Tacos'],"['delivery', 'pickup']",Tacos,,,False
20547,"Franklin Park village, Illinois",River Forest,IL,41.8879714,-87.8248754,Bertolli's River Pizza,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,False
20548,"Franklin Park village, Illinois",Bensenville,IL,41.9556215746793,-87.9420640692115,Green St. Grille,"['Bars', 'American (New)']","['delivery', 'pickup']",Bars,American (New),,False
20549,"Franklin Park village, Illinois",Park Ridge,IL,41.985824,-87.83079,Spuntino Pizza,['Pizza'],"['delivery', 'pickup']",Pizza,,,False
20550,"Franklin Park village, Illinois",Melrose Park,IL,41.9007343053818,-87.8569156676531,Anthony B's Pizza & Pasta,['Pizza'],"['delivery', 'pickup']",Pizza,,,False
20551,"Franklin Park village, Illinois",Elmhurst,IL,41.9002552,-87.9401479,Tannins Wine Bar & Boutique,"['Wine Bars', 'Beer Bar', 'Cocktail Bars']",[],Wine Bars,Beer Bar,Cocktail Bars,False
20552,"Franklin Park village, Illinois",Norridge,IL,41.9555099,-87.80466,LongHorn Steakhouse,"['Steakhouses', 'American (Traditional)', 'Barbeque']",[],Steakhouses,American (Traditional),Barbeque,False
20553,"Franklin Park village, Illinois",Franklin Park,IL,41.9429433,-87.8656851,La Michoacana,"['Ice Cream & Frozen Yogurt', 'Juice Bars & Smoothies']",['delivery'],Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,,False
20554,"Franklin Park village, Illinois",Elmhurst,IL,41.898421201367,-87.939745925665,Pazzi Di Pizza,"['Pizza', 'Beer, Wine & Spirits', 'Sandwiches']",['delivery'],Pizza,"Beer, Wine & Spirits",Sandwiches,False
20555,"Franklin Park village, Illinois",Harwood Heights,IL,41.967069,-87.810484,Cucina Biagio,['Italian'],"['delivery', 'pickup']",Italian,,,False
20556,"Franklin Park village, Illinois",Bensenville,IL,41.961487,-87.946183,Hoy's Chinese Restaurant,['Cantonese'],['delivery'],Cantonese,,,False
20557,"Franklin Park village, Illinois",Melrose Park,IL,41.90756,-87.86024,Las Quecas,"['Mexican', 'Vegan', 'Vegetarian']","['delivery', 'pickup']",Mexican,Vegan,Vegetarian,True
20558,"Franklin Park village, Illinois",Chicago,IL,42.0030247,-87.8168226,Nonno Pino's,['Italian'],['delivery'],Italian,,,False
20559,"Franklin Park village, Illinois",Northlake,IL,41.9075829,-87.8938255,Bravo Restaurant,['Mexican'],"['delivery', 'pickup']",Mexican,,,False
20560,"Franklin Park village, Illinois",Chicago,IL,41.9322775,-87.8063597,Geo's Pizza,['Pizza'],['delivery'],Pizza,,,False
20561,"Franklin Park village, Illinois",Chicago,IL,41.9118769,-87.805334,Amato's Pizza and More,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,False
20562,"Franklin Park village, Illinois",Oak Park,IL,41.88653,-87.80317,Wild Onion Tied House,"['American (Traditional)', 'Bars']","['delivery', 'pickup']",American (Traditional),Bars,,False
20563,"Franklin Park village, Illinois",Elmwood Park,IL,41.908931,-87.821006,Jim & Pete's Restaurant,"['Pizza', 'Italian', 'Wine Bars']","['delivery', 'pickup']",Pizza,Italian,Wine Bars,False
20564,"Franklin Park village, Illinois",Chicago,IL,41.9644613,-87.8369687,Sicilian Bakery,"['Bakeries', 'Italian', 'Desserts']",['delivery'],Bakeries,Italian,Desserts,False
20565,"Franklin Park village, Illinois",Chicago,IL,41.976518,-87.904849,USO,['Airport Lounges'],[],Airport Lounges,,,False
20566,"Franklin Park village, Illinois",Chicago,IL,41.9788823354604,-87.9106879035499,United Polaris Lounge,['Airport Lounges'],[],Airport Lounges,,,False
20567,"Franklin Park village, Illinois",Chicago,IL,41.951856,-87.83589,Lonnie's Pizzaria,['Pizza'],"['delivery', 'pickup']",Pizza,,,False
20568,"Franklin Park village, Illinois",Forest Park,IL,41.87931,-87.8078,Petra Falafel,['Falafel'],"['delivery', 'pickup']",Falafel,,,False
20569,"Franklin Park village, Illinois",Des Plaines,IL,42.002792089482,-87.883783186342,Cafe La Cave,"['Venues & Event Spaces', 'Seafood', 'American (Traditional)']","['delivery', 'pickup']",Venues & Event Spaces,Seafood,American (Traditional),False
20570,"Franklin Park village, Illinois",Melrose Park,IL,41.8928391988511,-87.8566050882109,La Casa del Churro Cafe,"['Desserts', 'Coffee & Tea', 'Specialty Food']",['delivery'],Desserts,Coffee & Tea,Specialty Food,False
20571,"Franklin Park village, Illinois",Oak Park,IL,41.885669708252,-87.8029479980469,Poor Phil's Shell Bar,"['American (Traditional)', 'Seafood']",['delivery'],American (Traditional),Seafood,,False
20572,"Franklin Park village, Illinois",Chicago,IL,41.93821,-87.8172651,Meson Del Taco Express,['Mexican'],"['delivery', 'pickup']",Mexican,,,False
20573,"Franklin Park village, Illinois",Chicago,IL,41.9802988,-87.8025377,Dino's Pizza,"['Pizza', 'Italian', 'Sandwiches']",['delivery'],Pizza,Italian,Sandwiches,False
20574,"Franklin Park village, Illinois",Chicago,IL,41.9780525560183,-87.9069247841836,United Club - Concourse B,['Airport Lounges'],[],Airport Lounges,,,False
20575,"Franklin Park village, Illinois",Schiller Park,IL,41.954589,-87.862266,Sway Bar,"['Sports Bars', 'Lounges', 'Cocktail Bars']",[],Sports Bars,Lounges,Cocktail Bars,False
20576,"Franklin Park village, Illinois",Franklin Park,IL,41.9308633,-87.8868737516154,Sonic Drive-In,"['Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt']","['delivery', 'pickup']",Burgers,Fast Food,Ice Cream & Frozen Yogurt,False
20577,"Franklin Park village, Illinois",Northlake,IL,41.9022999,-87.90425,Tropical Time,['Caribbean'],['delivery'],Caribbean,,,False
20578,"Franklin Park village, Illinois",Norridge,IL,41.9529799,-87.81049,Palermo Bakery,['Bakeries'],['delivery'],Bakeries,,,False
20579,"Franklin Park village, Illinois",Stone Park,IL,41.9015435952088,-87.8834424858832,Taquerias Atotonilco,['Mexican'],['delivery'],Mexican,,,False
20580,"Franklin Park village, Illinois",Oak Park,IL,41.8915405273438,-87.8048400878906,Mickey's Gyros & Ribs,"['Fast Food', 'Barbeque', 'Burgers']",['delivery'],Fast Food,Barbeque,Burgers,False
20581,"Franklin Park village, Illinois",Elmhurst,IL,41.928977,-87.940272,Mangia Napoli,"['Italian', 'Seafood', 'Pizza']","['delivery', 'pickup']",Italian,Seafood,Pizza,False
20582,"Franklin Park village, Illinois",Chicago,IL,42.00318,-87.81622,The Curragh Irish Pub,"['Irish', 'Pubs', 'Burgers']","['delivery', 'pickup']",Irish,Pubs,Burgers,False
20583,"Franklin Park village, Illinois",Franklin Park,IL,41.9350545,-87.8652016,Mike O'donnell's Irish Pub,['Pubs'],['delivery'],Pubs,,,False
20584,"Franklin Park village, Illinois",Chicago,IL,41.91461,-87.80543,Maria's Mexican Restaurant,['Mexican'],['delivery'],Mexican,,,False
20585,"Franklin Park village, Illinois",Elmhurst,IL,41.9193761,-87.9396151,Nathan's Noodles,"['Thai', 'Noodles']","['delivery', 'pickup']",Thai,Noodles,,False
20586,"Franklin Park village, Illinois",Elmhurst,IL,41.906094,-87.939667,Hamburger Heaven,"['Burgers', 'Sandwiches', 'Fast Food']","['delivery', 'pickup']",Burgers,Sandwiches,Fast Food,False
20587,"Franklin Park village, Illinois",River Forest,IL,41.9085981005041,-87.8076488524675,Grandma Sally's Family Restaurant,"['Ice Cream & Frozen Yogurt', 'Sandwiches']",['delivery'],Ice Cream & Frozen Yogurt,Sandwiches,,False
20588,"Franklin Park village, Illinois",Forest Park,IL,41.87977,-87.80759,Todd & Holland Tea Merchants,['Tea Rooms'],['delivery'],Tea Rooms,,,False
20589,"Franklin Park village, Illinois",Melrose Park,IL,41.89112,-87.856925,Las Gorditas De Don Angel #3,['Mexican'],['delivery'],Mexican,,,False
20590,"Franklin Park village, Illinois",Schiller Park,IL,41.9669133376628,-87.8621211647987,Denny's,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']","['delivery', 'pickup']",Diners,Breakfast & Brunch,American (Traditional),False
20591,"Franklin Park village, Illinois",Elmhurst,IL,41.89913,-87.94029,100 South Chophouse,"['Steakhouses', 'Italian', 'Seafood']",['pickup'],Steakhouses,Italian,Seafood,False
20592,"Franklin Park village, Illinois",Rosemont,IL,41.973998,-87.862742,McCormick & Schmick's Seafood & Steaks,"['Seafood', 'Steakhouses', 'Wine Bars']","['delivery', 'pickup']",Seafood,Steakhouses,Wine Bars,False
20593,"Franklin Park village, Illinois",Elmhurst,IL,41.9014946122887,-87.9400297383523,Kilwins,"['Desserts', 'Chocolatiers & Shops', 'Ice Cream & Frozen Yogurt']",[],Desserts,Chocolatiers & Shops,Ice Cream & Frozen Yogurt,False
20594,"Franklin Park village, Illinois",Chicago,IL,41.972673,-87.806714,Nottoli Italian Foods,"['Meat Shops', 'Delis', 'Sandwiches']",[],Meat Shops,Delis,Sandwiches,False
20595,"Franklin Park village, Illinois",Elmhurst,IL,41.8992830274548,-87.9405250628511,Lou Malnati's Pizzeria,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,False
20596,"Franklin Park village, Illinois",Franklin Park,IL,41.930704,-87.885346,Starbucks,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
20597,"Franklin Park village, Illinois",Chicago,IL,41.9310188293457,-87.8059234619141,El Taconazo La Fiesta,['Mexican'],"['delivery', 'pickup']",Mexican,,,False
20598,"Franklin Park village, Illinois",Bellwood,IL,41.8804509810475,-87.8830391011833,Mickey's Drive-In,"['Fast Food', 'Hot Dogs', 'Sandwiches']",['delivery'],Fast Food,Hot Dogs,Sandwiches,False
20599,"Franklin Park village, Illinois",Chicago,IL,41.85076,-87.67067,Tamale Spaceship,"['Mexican', 'Food Trucks']","['delivery', 'pickup']",Mexican,Food Trucks,,False
20600,"Franklin Park village, Illinois",Stone Park,IL,41.8972446,-87.8837176,Cilantro Taco Grill,"['Mexican', 'American (Traditional)']",['delivery'],Mexican,American (Traditional),,False
20601,"Franklin Park village, Illinois",Elmwood Park,IL,41.9272166108527,-87.818721946838,Eggsperience,"['Breakfast & Brunch', 'American (Traditional)']",[],Breakfast & Brunch,American (Traditional),,False
20602,"Franklin Park village, Illinois",Schiller Park,IL,41.9658415446489,-87.8723925741168,The Landing Strip,"['Sports Bars', 'Dive Bars']",['delivery'],Sports Bars,Dive Bars,,False
20603,"Franklin Park village, Illinois",Franklin Park,IL,41.92863,-87.86514,Taco Bell,"['Mexican', 'Fast Food']",['delivery'],Mexican,Fast Food,,False
20604,"Franklin Park village, Illinois",Chicago,IL,41.9455,-87.82041,Dunning Pour House,"['Bars', 'Chicken Wings', 'Burgers']","['delivery', 'pickup']",Bars,Chicken Wings,Burgers,False
20605,"Franklin Park village, Illinois",Oak Park,IL,41.8879704406059,-87.802844157203,Boss Burrito,['Mexican'],['delivery'],Mexican,,,False
20606,"Franklin Park village, Illinois",Elmwood Park,IL,41.910149,-87.807443,Lotus Chinese Restaurant,"['Chinese', 'Taiwanese']","['delivery', 'pickup']",Chinese,Taiwanese,,False
20607,"Franklin Park village, Illinois",Elmhurst,IL,41.90037,-87.94043,Victory Meat and Seafood,"['Seafood', 'Steakhouses', 'Italian']",['delivery'],Seafood,Steakhouses,Italian,False
20608,"Franklin Park village, Illinois",Bensenville,IL,41.960656,-87.942262,Rose's Restaurant,['Chinese'],"['pickup', 'delivery']",Chinese,,,False
20609,"Franklin Park village, Illinois",Hillside,IL,41.86321,-87.89092,Priscilla's Ultimate Soulfood Cafeteria,"['Soul Food', 'Caterers']","['pickup', 'delivery']",Soul Food,Caterers,,False
20610,"Franklin Park village, Illinois",Westchester,IL,41.8637886047363,-87.8737487792969,Chai Yo Thai Cuisine,['Thai'],"['pickup', 'delivery']",Thai,,,False
20611,"Franklin Park village, Illinois",Franklin Park,IL,41.9302483,-87.8748016,Taqueria La Carreta,['Mexican'],['delivery'],Mexican,,,False
20612,"Franklin Park village, Illinois",Oak Park,IL,41.8858405965873,-87.8020483307801,Serenitea Tea Cafe & Boutique,"['Tea Rooms', 'Breakfast & Brunch']","['pickup', 'delivery']",Tea Rooms,Breakfast & Brunch,,False
20613,"Franklin Park village, Illinois",Harwood Heights,IL,41.967757,-87.8046576944428,Lou Malnati's Pizzeria,"['Pizza', 'Italian']","['pickup', 'delivery']",Pizza,Italian,,False
20614,"Franklin Park village, Illinois",Harwood Heights,IL,41.9666862487793,-87.806266784668,RoccoVino's Italian Restaurant,"['Italian', 'Pizza']","['pickup', 'delivery']",Italian,Pizza,,False
20615,"Franklin Park village, Illinois",Chicago,IL,41.93719,-87.80705,Luke's on Harlem,"['Hot Dogs', 'Pizza']",['delivery'],Hot Dogs,Pizza,,False
20616,"Franklin Park village, Illinois",Melrose Park,IL,41.8958802,-87.8642449,Taste of Melrose Park,['Local Flavor'],[],Local Flavor,,,False
20617,"Franklin Park village, Illinois",Norridge,IL,41.9665899127722,-87.839340493083,Hoa My Chinese Restaurant,['Chinese'],['delivery'],Chinese,,,False
20618,"Franklin Park village, Illinois",Franklin Park,IL,41.93026,-87.87511,Katz’s Gyros,"['Italian', 'Greek', 'Hot Dogs']","['pickup', 'delivery']",Italian,Greek,Hot Dogs,False
20619,"Franklin Park village, Illinois",Park Ridge,IL,41.98586,-87.83105,LeilaLove Macarons,"['Desserts', 'Macarons', 'Bakeries']",['delivery'],Desserts,Macarons,Bakeries,False
20620,"Franklin Park village, Illinois",Elmwood Park,IL,41.9376,-87.81996,Elmwood Family Restaurant,"['American (Traditional)', 'Desserts', 'Greek']","['pickup', 'delivery']",American (Traditional),Desserts,Greek,False
20621,"Franklin Park village, Illinois",Chicago,IL,41.9929805,-87.8219904,House of Cakes,['Bakeries'],['delivery'],Bakeries,,,False
20622,"Franklin Park village, Illinois",Chicago,IL,41.9764022288837,-87.9060797164594,Summer House,"['Burgers', 'Breakfast & Brunch', 'Sandwiches']",[],Burgers,Breakfast & Brunch,Sandwiches,False
20623,"Franklin Park village, Illinois",Rosemont,IL,41.97871,-87.867415,Adobe Gilas,"['Mexican', 'Sports Bars']","['pickup', 'delivery']",Mexican,Sports Bars,,False
20624,"Franklin Park village, Illinois",Rosemont,IL,41.9743962367857,-87.8676154180968,Tea Ninja,"['Bubble Tea', 'Juice Bars & Smoothies']","['pickup', 'delivery']",Bubble Tea,Juice Bars & Smoothies,,False
20625,"Franklin Park village, Illinois",Oak Park,IL,41.872065,-87.803887,Lola Tining's Cuisine,['Filipino'],"['pickup', 'delivery']",Filipino,,,False
20626,"Franklin Park village, Illinois",Forest Park,IL,41.8650499,-87.8157,Golden Steer Steakhouse,['Steakhouses'],['delivery'],Steakhouses,,,False
20627,"Franklin Park village, Illinois",Elmhurst,IL,41.88329,-87.94138,Mama Maria's Pizza,"['Pizza', 'Salad', 'Sandwiches']",['delivery'],Pizza,Salad,Sandwiches,False
20628,"Franklin Park village, Illinois",Franklin Park,IL,41.9281292716963,-87.8824657392868,Peking Chinese Food,['Chinese'],"['pickup', 'delivery']",Chinese,,,False
20629,"Franklin Park village, Illinois",Oak Park,IL,41.888393,-87.802848,Sushi House Oak Park,"['Japanese', 'Sushi Bars']","['pickup', 'delivery']",Japanese,Sushi Bars,,False
20630,"Franklin Park village, Illinois",Chicago,IL,41.9392,-87.80641,Coluta's Pizza,['Pizza'],['delivery'],Pizza,,,False
20631,"Franklin Park village, Illinois",Oak Park,IL,41.894403,-87.804711,Penny's Noodle Shop,['Noodles'],"['pickup', 'delivery']",Noodles,,,False
20632,"Franklin Park village, Illinois",Norridge,IL,41.959995,-87.836204,Red Lobster,"['Seafood', 'American (Traditional)']","['pickup', 'delivery']",Seafood,American (Traditional),,False
20633,"Franklin Park village, Illinois",Rosemont,IL,41.9747508600749,-87.8633268171343,The Ashburn An American Gastropub,"['American (New)', 'Bars']",['delivery'],American (New),Bars,,False
20634,"Franklin Park village, Illinois",Norridge,IL,41.9698486328125,-87.8370590209961,Annetti's Pizzeria,['Pizza'],"['pickup', 'delivery']",Pizza,,,False
20635,"Franklin Park village, Illinois",Elmwood Park,IL,41.9089061882119,-87.8129572049108,Spizzico Pizza,"['Pizza', 'Salad', 'Sandwiches']","['pickup', 'delivery']",Pizza,Salad,Sandwiches,False
20636,"Franklin Park village, Illinois",Norridge,IL,41.9714965820312,-87.8373947143555,Lin's Mandarin,['Chinese'],"['pickup', 'delivery']",Chinese,,,False
20637,"Franklin Park village, Illinois",Chicago,IL,42.002315,-87.815963,Elliott's Seafood Grille and Chop House,"['Seafood', 'Steakhouses']",['delivery'],Seafood,Steakhouses,,False
20638,"Franklin Park village, Illinois",Northlake,IL,41.907549,-87.8991986,The Winking Dog,"['Hot Dogs', 'Burgers', 'Sandwiches']",['delivery'],Hot Dogs,Burgers,Sandwiches,False
20639,"Franklin Park village, Illinois",Elmhurst,IL,41.9193401,-87.9396151,Cilantro Taco Grill Elmhurst,['Mexican'],['delivery'],Mexican,,,False
20640,"Franklin Park village, Illinois",Franklin Park,IL,41.93618,-87.86953,Sugar Skull,"['Sports Bars', 'Cocktail Bars', 'Music Venues']","['pickup', 'delivery']",Sports Bars,Cocktail Bars,Music Venues,False
20641,"Franklin Park village, Illinois",Chicago,IL,41.97761,-87.9041058,Romano's Macaroni Grill,['Italian'],[],Italian,,,False
20642,"Franklin Park village, Illinois",Chicago,IL,41.973654548547,-87.9060655142639,Skybridge Restaurant & Bar,"['Greek', 'Mediterranean']",[],Greek,Mediterranean,,False
20643,"Franklin Park village, Illinois",Chicago,IL,41.9753506868455,-87.9064446687698,Argo Tea,['Coffee & Tea'],['pickup'],Coffee & Tea,,,False
20644,"Franklin Park village, Illinois",Oak Park,IL,41.880072,-87.802575,Al's Grill,"['American (Traditional)', 'Diners']",['delivery'],American (Traditional),Diners,,False
20645,"Franklin Park village, Illinois",Franklin Park,IL,41.92994,-87.88419,White Castle,"['Burgers', 'Fast Food']","['pickup', 'delivery']",Burgers,Fast Food,,False
20646,"Franklin Park village, Illinois",Chicago,IL,41.9768476960481,-87.9060383141041,Wicker Park,"['Sushi Bars', 'Seafood Markets']",[],Sushi Bars,Seafood Markets,,False
20647,"Franklin Park village, Illinois",Harwood Heights,IL,41.9686784,-87.8073149,Twins Gyros,"['Greek', 'American (Traditional)', 'Fast Food']","['pickup', 'delivery']",Greek,American (Traditional),Fast Food,False
20648,"Franklin Park village, Illinois",Berkeley,IL,41.8894476,-87.913532,Super Taco Express,"['Tacos', 'Bars']","['pickup', 'delivery']",Tacos,Bars,,False
20649,"Franklin Park village, Illinois",Harwood Heights,IL,41.9675,-87.81116,Thai Pastry 2,['Thai'],"['pickup', 'delivery']",Thai,,,False
20650,"Franklin Park village, Illinois",OakPark,IL,41.888726,-87.804346,Nando's Peri-Peri,"['Chicken Shop', 'South African', 'Portuguese']",['pickup'],Chicken Shop,South African,Portuguese,False
20651,"Franklin Park village, Illinois",Elmwood Park,IL,41.911465021877,-87.806243253518,Wingstop,['Chicken Wings'],[],Chicken Wings,,,False
20652,"Franklin Park village, Illinois",Elmwood Park,IL,41.909072,-87.812278,Cafe Cubano,['Cuban'],['delivery'],Cuban,,,False
20653,"Franklin Park village, Illinois",Oak Park,IL,41.888399,-87.803047,Tre Sorelle Ristorante,"['Italian', 'Pizza']","['pickup', 'delivery']",Italian,Pizza,,False
20654,"Franklin Park village, Illinois",Harwood Heights,IL,41.96691,-87.81119,Buona Restaurant & Catering,"['Pizza', 'Italian', 'Sandwiches']",['delivery'],Pizza,Italian,Sandwiches,False
20655,"Franklin Park village, Illinois",Harwood Heights,IL,41.9673099,-87.8113241,Baltic Good Polish Food,['Polish'],['delivery'],Polish,,,False
20656,"Franklin Park village, Illinois",Northlake,IL,41.9077110290527,-87.8950119018555,Anthony's Pizzeria,['Pizza'],[],Pizza,,,False
20657,"Franklin Park village, Illinois",Chicago,IL,41.979311,-87.910424,Billy Goat Tavern & Grill,"['Bars', 'Burgers', 'Sandwiches']",[],Bars,Burgers,Sandwiches,False
20658,"Franklin Park village, Illinois",Chicago,IL,41.87086,-87.62846,Chicago Curry House,"['Indian', 'Himalayan/Nepalese', 'Soup']","['delivery', 'pickup']",Indian,Himalayan/Nepalese,Soup,False
20659,"Franklin Park village, Illinois",Norridge,IL,41.9666749,-87.8393809,Al's Pizza,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,False
20660,"Franklin Park village, Illinois",Harwood Heights,IL,41.967574,-87.809247,Raising Cane's Chicken Fingers,"['Fast Food', 'Chicken Wings']",['delivery'],Fast Food,Chicken Wings,,False
20661,"Franklin Park village, Illinois",Elmwood Park,IL,41.90982,-87.80736,The Original Old World Pizza - Elmwood Park,"['Italian', 'Pizza']","['delivery', 'pickup']",Italian,Pizza,,False
